,abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
1931,ST合纵,199395.48,93547.81,300477,107201.87,173998.93
1932,杭州高新,159988.0,12667.3,300478,12667.3,159988.0
1933,神思电子,393293.57,19692.84,300479,19704.09,393069.02
1934,光力科技,476672.79,23664.86,300480,35282.96,319712.23
1935,濮阳惠成,409549.14,29395.23,300481,29570.33,407123.88
1936,万孚生物,1010991.14,43039.8,300482,48142.44,903835.84
1937,首华燃气,246802.39,26855.54,300483,26855.54,246802.39
1938,蓝海华腾,433745.13,16635.26,300484,20763.29,347510.63
1939,赛升药业,394484.78,27381.72,300485,48166.64,224256.27
1940,东杰智能,278427.83,39608.1,300486,40765.42,270523.34
1941,蓝晓科技,2343383.86,30662.68,300487,50766.55,1415389.33
1942,恒锋工具,606494.88,14415.32,300488,17313.58,504968.63
1943,光智科技,621592.85,13709.11,300489,13767.28,618966.38
1944,华自科技,306179.08,39326.06,300490,39867.07,302024.15
1945,通合科技,344234.06,15505.27,300491,17473.81,305453.83
1946,华图山鼎,1395733.08,14048.65,300492,14048.65,1395733.08
1947,润欣科技,1042577.65,50099.3,300493,51257.5,1019019.86
1948,盛天网络,593026.68,39834.81,300494,49051.01,481602.81
1949,中科创达,2628968.69,36787.69,300496,46001.2,2102416.28
1950,富祥药业,469154.12,45056.53,300497,55000.48,384332.17
1951,温氏股份,11178593.83,523537.63,300498,665392.49,8795432.13
1952,高澜股份,564099.35,27140.84,300499,30524.86,501562.73
1953,启迪设计,196417.63,16759.8,300500,17397.49,189218.09
1954,海顺新材,306176.81,12520.12,300501,19353.78,198068.26
1955,新易盛,7740877.45,63019.53,300502,70880.67,6882362.82
1956,昊志机电,716210.44,23908.73,300503,30607.28,559464.29
1957,天邑股份,387565.15,21821.08,300504,27102.46,312041.49
1958,川金诺,485416.05,21736.12,300505,27486.75,383859.92
1959,*ST名家,228155.67,57572.54,300506,69559.66,188837.95
1960,苏奥传感,716097.47,77156.87,300507,79654.89,693640.3
1961,维宏股份,328300.16,8298.32,300508,10983.61,248036.93
1962,新美星,241566.0,24710.35,300509,29640.0,201389.37
1963,金冠股份,343896.02,82469.07,300510,82469.07,343896.02
1964,雪榕生物,302274.55,48633.22,300511,56711.92,259215.04
1965,中亚股份,319590.45,32853.97,300512,40764.09,257575.09
1966,恒实科技,242169.57,28143.68,300513,31369.12,217269.21
1967,友讯达,266200.0,15841.35,300514,20000.0,210848.34
1968,三德科技,326532.39,18026.73,300515,20575.45,286084.15
1969,久之洋,584460.0,18000.0,300516,18000.0,584460.0
1970,海波重科,191992.24,12402.17,300517,20040.94,118812.8
1971,新迅达,223540.38,19938.78,300518,19941.16,223513.7
1972,新光药业,229760.0,11410.0,300519,16000.0,163847.6
1973,科大国创,652797.35,27737.27,300520,29116.74,621869.49
1974,爱司凯,324864.0,14399.87,300521,14400.0,324861.16
1975,世名科技,418542.06,24384.69,300522,32245.15,316513.23
1976,辰安科技,483886.29,23235.85,300523,23263.76,483305.6
1977,博思软件,1168373.93,62184.4,300525,75819.2,958261.59
1978,中船应急,790444.87,98682.26,300527,98682.26,790444.87
1979,幸福蓝海,331621.17,37260.81,300528,37260.81,331621.17
1980,健帆生物,1740959.5,51246.72,300529,79860.53,1117178.5
1981,领湃科技,497455.27,15827.44,300530,17195.14,457887.88
1982,优博讯,529879.81,31511.6,300531,32789.59,509227.52
1983,今天国际,522682.67,43091.91,300532,45332.41,496849.74
1984,冰川网络,563265.21,16482.09,300533,23430.33,396229.51
1985,陇神戎发,282110.85,30204.06,300534,30334.5,280897.77
1986,达威股份,161708.66,7644.5,300535,10480.15,117954.71
1987,*ST农尚,287715.66,29325.32,300536,29328.81,287681.43
1988,广信材料,351092.25,14361.19,300537,20039.51,251608.12
1989,同益股份,275060.88,11314.15,300538,18191.86,171069.92
1990,横河精密,320935.06,17146.2,300539,22225.42,247591.06
1991,蜀道装备,353077.75,14513.09,300540,16537.6,309854.54
1992,先进数通,592601.31,38657.85,300541,43004.45,532705.15
1993,新晨科技,569353.73,24638.53,300542,29855.99,469856.76
1994,朗科智能,327817.33,24947.66,300543,30637.13,266940.0
1995,联得装备,540333.06,11418.68,300545,18005.1,342674.62
1996,雄帝科技,316134.07,13303.83,300546,18552.47,226697.3
1997,川环科技,694316.66,17822.36,300547,21690.62,570493.73
1998,博创科技,1424418.88,26692.88,300548,28892.88,1315958.88
1999,优德精密,256812.84,10105.47,300549,13334.0,194631.3
2000,和仁科技,326887.38,26231.64,300550,26256.01,326583.87
2001,古鳌科技,297347.53,34476.3,300551,34575.29,296496.14
2002,万集科技,573328.07,13339.62,300552,21313.31,358835.85
2003,集智股份,437354.46,6141.04,300553,8518.79,315280.91
2004,三超新材,228765.79,7913.87,300554,11421.16,158514.86
2005,ST路通,213400.0,19782.27,300555,20000.0,211076.83
2006,丝路视觉,222335.05,10501.02,300556,12156.1,192063.7
2007,理工光科,296505.6,9149.73,300557,9303.6,291601.76
2008,贝达药业,2120886.47,41712.65,300558,41848.59,2113997.34
2009,佳发教育,429478.16,31113.68,300559,39951.46,334472.1
2010,中富通,286030.81,18696.48,300560,22974.36,232771.16
2011,*ST汇科,416697.13,24105.76,300561,32810.8,306143.12
2012,乐心医疗,314456.11,16112.13,300562,21746.62,232981.37
2013,神宇股份,676223.86,12387.53,300563,17856.45,469115.86
2014,筑博设计,208816.26,11319.54,300564,16288.32,145116.44
2015,科信技术,277671.53,22760.8,300565,24970.46,253100.11
2016,激智科技,488976.83,22822.35,300566,26374.16,423126.43
2017,精测电子,1710630.16,20218.36,300567,27974.33,1236352.41
2018,星源材质,1423476.2,121387.53,300568,134290.21,1286707.84
2019,天能重工,508282.92,101764.48,300569,102270.21,505769.47
2020,太辰光,1772043.82,19219.3,300570,22712.69,1499489.97
2021,平治信息,451374.03,11560.35,300571,13952.83,373977.23
2022,安车检测,434849.75,18359.66,300572,22898.88,348649.87
2023,兴齐眼药,1413209.93,13460.77,300573,17524.92,1085476.35
2024,中旗股份,281177.62,34270.82,300575,46475.64,207338.47
2025,容大感光,1274793.46,18305.61,300576,30475.58,765723.62
2026,开润股份,524906.15,14024.23,300577,23979.27,306990.45
2027,会畅通讯,358273.42,19409.41,300578,19826.97,350727.96
2028,数字认证,730620.0,26227.86,300579,27000.0,709725.87
2029,贝斯特,1385505.42,47081.36,300580,50054.39,1303211.98
2030,晨曦航空,827914.87,55010.95,300581,55010.95,827914.87
2031,英飞特,367498.42,22156.81,300582,29853.65,272750.38
2032,赛托生物,369919.15,18614.89,300583,18970.21,362990.41
2033,海辰药业,237120.0,8211.51,300584,12000.0,162259.48
2034,奥联电子,236646.67,17111.11,300585,17111.11,236646.67
2035,美联新材,631560.38,53451.6,300586,71121.66,474650.24
2036,天铁科技,582005.55,102201.8,300587,116634.38,509986.97
2037,熙菱信息,231488.48,17682.2,300588,19147.1,213777.83
2038,江龙船艇,439227.88,23160.7,300589,37766.8,269358.96
2039,移为通信,574850.89,35432.46,300590,45988.07,442905.75
2040,万里马,217441.14,35066.47,300591,40567.38,187956.25
2041,华凯易佰,450188.61,35472.09,300592,40484.59,394449.59
2042,新雷能,826767.67,45026.35,300593,54249.85,686201.58
2043,朗进科技,155358.0,9099.81,300594,9187.34,153877.83
2044,欧普康视,1347813.19,66849.48,300595,89615.24,1005416.12
2045,利安隆,647757.08,22468.85,300596,22961.97,633846.29
2046,吉大通信,241497.05,27137.22,300597,27257.0,240435.8
2047,诚迈科技,1006361.31,21692.1,300598,21698.17,1006079.48
2048,雄塑科技,268598.68,21219.06,300599,35813.16,159142.93
2049,ST瑞科,262162.92,24627.68,300600,29423.45,219432.66
2050,康泰生物,1553646.69,88583.12,300601,111692.79,1232191.16
2051,飞荣达,1154212.8,39126.13,300602,58000.64,778610.06
2052,立昂技术,502446.89,37047.0,300603,46479.82,400478.09
2053,长川科技,2660565.9,48612.61,300604,63046.59,2051452.21
2054,恒锋信息,268922.9,11892.8,300605,16457.95,194328.37
2055,金太阳,248147.21,11932.64,300606,14011.7,211327.12
2056,拓斯达,1477660.53,33769.0,300607,47697.24,1046163.58
2057,思特奇,384225.7,28756.6,300608,33122.91,333576.56
2058,汇纳科技,325029.53,11989.33,300609,12011.44,324431.3
2059,晨化股份,240378.92,16123.76,300610,21500.8,180263.61
2060,美力科技,573067.76,14830.3,300611,21107.47,402642.59
2061,宣亚国际,253358.11,17987.95,300612,18045.45,252550.81
2062,富瀚微,1110986.84,21902.47,300613,23222.97,1047813.99
2063,百川畅银,183217.27,16043.54,300614,16043.54,183217.27
2064,欣天科技,241062.62,13185.0,300615,19346.92,164285.07
2065,尚品宅配,284910.78,15596.62,300616,22451.6,197921.16
2066,安靠智电,470616.76,14059.16,300617,16736.02,395343.68
2067,寒锐钴业,1020247.4,27132.08,300618,30832.5,897800.39
2068,金银河,335016.27,10997.98,300619,13384.59,275279.51
2069,光库科技,1050046.82,24685.35,300620,24918.05,1040240.59
2070,维业股份,182465.73,19609.28,300621,20805.67,171973.37
2071,博士眼镜,752096.74,11901.0,300622,17523.22,510790.98
2072,捷捷微电,2469613.2,71198.78,300623,83207.99,2113179.67
2073,万兴科技,1221692.23,17123.32,300624,19333.63,1082022.69
2074,三雄极光,324303.29,16312.5,300625,27933.1,189388.07
2075,华瑞股份,188640.0,17728.46,300626,18000.0,185794.25
2076,华测导航,2356095.95,45345.28,300627,54946.27,1944405.65
2077,亿联网络,4353843.37,72306.35,300628,126381.52,2490953.77
2078,新劲刚,528240.61,21161.96,300629,25142.34,444612.77
2079,普利退,42098.2,44793.82,300630,56130.94,33595.37
2080,久吾高科,258839.89,11977.72,300631,12504.34,247938.82
2081,光莆股份,370185.31,22121.06,300632,30518.16,268328.41
2082,开立医疗,1327994.37,43271.24,300633,43271.24,1327994.37
2083,彩讯股份,1163672.91,43468.09,300634,45121.09,1121042.04
2084,中达安,140554.4,11976.0,300635,14013.4,120119.31
2085,同和药业,304764.27,36735.77,300636,42152.74,265599.61
2086,扬帆新材,240149.38,23433.77,300637,23475.01,239727.5
2087,广和通,2141739.01,53292.66,300638,76545.35,1491128.49
2088,凯普生物,340059.35,63516.44,300639,64650.07,334096.46
2089,德艺文创,183486.12,22074.91,300640,31099.34,130241.99
2090,正丹股份,1350882.37,53268.23,300641,53268.23,1350882.37
2091,透景生命,225133.3,13770.7,300642,16302.19,190173.32
2092,万通智控,413484.76,23014.8,300643,23073.93,412425.26
2093,南京聚隆,290280.57,8830.51,300644,10995.48,233125.44
2094,正元智慧,204178.54,14206.79,300645,14208.67,204151.6
2095,超频三,260672.98,45664.21,300647,45732.1,260286.02
2096,星云股份,525109.86,10618.94,300648,17428.14,319948.78
2097,杭州园林,155059.85,10611.68,300649,13241.66,124262.79
2098,太龙股份,335739.44,15276.87,300650,21829.61,234958.2
2099,金陵体育,181926.35,7497.52,300651,12875.18,105939.92
2100,雷迪克,765456.67,9209.07,300652,10260.81,686996.73
2101,正海生物,358020.0,17999.95,300653,18000.0,358018.96
2102,世纪天鸿,374545.72,35264.83,300654,36612.49,360759.19
2103,晶瑞电材,928176.37,99756.06,300655,105956.21,873863.09
2104,民德电子,425074.68,13289.79,300656,17112.51,330118.36
2105,弘信电子,1347873.75,45660.42,300657,48836.01,1260227.66
2106,延江股份,201655.05,22540.3,300658,33276.41,136594.24
2107,中孚信息,360643.44,19033.27,300659,26039.24,263610.83
2108,江苏雷利,1913105.66,31912.75,300660,31938.32,1911574.01
2109,圣邦股份,4606224.38,45428.65,300661,47374.52,4417027.67
2110,科锐国际,617971.97,19628.36,300662,19680.64,616330.48
2111,科蓝软件,900910.16,44158.47,300663,47844.41,831503.95
2112,鹏鹞环保,387504.29,75224.53,300664,75981.23,383645.12
2113,飞鹿股份,142264.29,14018.94,300665,18943.31,105282.24
2114,江丰电子,2020947.64,22052.11,300666,26532.07,1679709.32
2115,必创科技,316981.22,17264.84,300667,20463.6,267432.31
2116,杰恩设计,215482.48,9279.81,300668,12038.13,166108.53
2117,沪宁股份,414509.59,18208.78,300669,19270.55,391670.9
2118,大烨智能,194589.17,22469.42,300670,31692.05,137962.25
2119,富满微,649036.65,21713.66,300671,21772.45,647284.23
2120,国科微,1500224.9,21033.77,300672,21714.07,1453222.9
2121,佩蒂股份,375730.42,16199.03,300673,24882.81,244605.29
2122,宇信科技,1654534.09,70313.3,300674,70405.71,1652362.48
2123,建科院,209293.38,14666.67,300675,14666.67,209293.38
2124,华大基因,2000933.42,41356.0,300676,41582.16,1990050.84
2125,英科医疗,1470761.83,46912.27,300677,64620.47,1067723.29
2126,中科信息,913758.94,28554.89,300678,29638.63,880347.36
2127,电连技术,2114685.65,35775.31,300679,42378.47,1785188.06
2128,隆盛科技,956440.51,17253.85,300680,23102.43,714309.55
2129,英搏尔,831444.8,17637.92,300681,25582.92,573232.53
2130,朗新集团,1506945.03,103406.95,300682,108024.73,1442526.96
2131,海特生物,299224.58,12206.46,300683,13089.44,279039.77
2132,中石科技,724512.81,20324.5,300684,29950.92,491649.58
2133,艾德生物,804990.91,38959.74,300685,39306.2,797895.4
2134,智动力,228046.19,19367.09,300686,26062.42,169462.01
2135,赛意信息,1233830.61,33085.79,300687,41018.3,995220.5
2136,创业黑马,466319.19,14829.41,300688,16737.95,413147.32
2137,澄天伟业,405756.0,10117.32,300689,11560.0,355117.84
2138,双一科技,400805.78,10948.09,300690,16534.89,265381.78
2139,联合光电,481059.19,21061.66,300691,26904.88,376582.56
2140,中环环保,264468.26,37533.36,300692,42450.76,233832.82
2141,盛弘股份,978112.54,26749.4,300693,31279.58,836453.72
2142,蠡湖股份,284003.09,21531.7,300694,21531.7,284003.09
2143,兆丰股份,529207.78,7092.99,300695,7092.99,529207.78
2144,爱乐达,629985.76,16870.54,300696,29315.3,362547.85
2145,电工合金,501196.8,25480.0,300697,33280.0,383728.8
2146,万马科技,471412.0,11854.59,300698,13400.0,417044.63
2147,光威复材,2491561.94,82144.3,300699,83135.2,2461864.82
2148,岱勒新材,370699.08,27054.04,300700,39604.6,253225.83
2149,森霸传感,280190.5,24488.03,300701,28273.51,242676.38
2150,天宇股份,741191.35,21116.45,300702,34797.72,449780.35
2151,创源股份,286462.24,16966.16,300703,18039.18,269422.59
2152,九典制药,791433.92,36599.91,300705,49619.68,583768.51
2153,阿石创,319178.47,11329.07,300706,15293.65,236437.79
2154,威唐工业,239484.0,14328.11,300707,17700.22,193859.31
2155,聚灿光电,766531.69,52260.44,300708,68015.23,588975.17
2156,精研科技,625403.72,14922.64,300709,18607.67,501550.05
2157,万隆光电,191220.36,8049.27,300710,9949.03,154706.94
2158,广哈通信,565368.1,24842.68,300711,24917.06,563680.42
2159,永福股份,431730.97,18658.05,300712,18754.6,429508.22
2160,英可瑞,264270.15,8704.32,300713,15872.08,144926.92
2161,凯伦股份,404897.37,33415.89,300715,37805.54,357884.16
2162,ST泉为,106253.28,16002.0,300716,16002.0,106253.28
2163,华信新材,166598.28,10185.34,300717,10277.5,165104.36
2164,长盛轴承,2327488.64,19384.2,300718,29877.9,1510029.44
2165,安达维尔,462528.75,17962.01,300719,25469.64,326190.16
2166,海川智能,399693.25,17330.21,300720,19487.73,355442.51
2167,怡达股份,239852.01,13673.85,300721,16484.67,198954.51
2168,新余国科,847428.34,27675.65,300722,27675.65,847428.34
2169,一品红,1623835.49,41764.99,300723,45169.28,1501451.35
2170,捷佳伟创,1995180.56,28713.6,300724,34771.36,1647586.53
2171,药石科技,634541.19,16839.54,300725,19972.97,534992.23
2172,宏达电子,1419200.11,21328.34,300726,41183.98,734974.68
2173,润禾材料,530055.26,12445.63,300727,13835.95,476792.25
2174,乐歌股份,477491.64,32001.47,300729,34130.93,447700.52
2175,科创信息,295395.21,19667.82,300730,24113.89,240930.74
2176,科创新源,319872.46,12015.8,300731,12643.18,303999.84
2177,设研院,216642.67,32387.46,300732,32431.54,216348.26
2178,西菱动力,547160.54,22551.78,300733,30567.63,403676.83
2179,光弘科技,2082888.31,75710.95,300735,76746.07,2054795.25
2180,百邦科技,124603.14,12721.78,300736,13006.59,121874.67
2181,科顺股份,537224.62,88691.61,300737,110996.82,429267.41
2182,奥飞数据,2289462.87,98486.0,300738,98513.89,2288814.56
2183,明阳电路,438553.77,34065.65,300739,34396.37,434336.99
2184,水羊股份,522315.32,35735.03,300740,38833.85,480636.09
2185,华宝股份,1009427.32,61587.72,300741,61588.0,1009422.65
2186,天地数码,258772.49,12730.16,300743,15124.05,217813.11
2187,欣锐科技,287626.3,14128.52,300745,16761.44,242445.43
2188,汉嘉设计,302037.88,22188.42,300746,22573.83,296881.09
2189,锐科激光,1182172.09,50503.84,300747,56482.18,1057045.34
2190,金力永磁,2918524.6,113433.99,300748,137213.19,2412741.0
2191,顶固集创,173162.97,15739.56,300749,20516.94,132841.89
2192,宁德时代,109323085.46,390255.63,300750,440339.49,96888766.08
2193,迈为股份,2193329.3,19207.34,300751,27940.5,1507776.21
2194,隆利科技,431566.46,15397.92,300752,22524.35,295024.24
2195,爱朋医疗,282347.52,8243.35,300753,12604.8,184651.15
2196,华致酒行,825260.83,41642.71,300755,41679.84,824525.73
2197,金马游乐,313305.17,13123.04,300756,15759.82,260885.94
2198,罗博特科,2031002.62,14817.11,300757,15503.84,1941041.54
2199,七彩化学,641947.02,35364.7,300758,40603.86,559115.94
2200,康龙化成,4143195.57,141938.46,300759,177819.55,3307166.15
2201,迈瑞医疗,27158687.23,121241.92,300760,121244.14,27158189.95
2202,立华股份,1595698.6,60126.16,300761,82764.45,1159232.46
2203,上海瀚讯,1390316.22,62796.58,300762,62796.58,1390316.22
2204,锦浪科技,2216699.68,32150.91,300763,39933.34,1784697.04
2205,新诺威,5774281.59,124707.24,300765,140459.29,5126714.78
2206,每日互动,1494570.38,35567.3,300766,39217.28,1355469.95
2207,震安科技,280435.39,23969.75,300767,27629.1,243292.96
2208,迪普科技,1073263.01,42066.77,300768,64382.9,701253.07
2209,德方纳米,815347.17,25175.32,300769,28018.8,732601.69
2210,新媒股份,899797.08,22913.09,300770,22913.09,899797.08
2211,智莱科技,253920.0,18119.91,300771,24000.0,191708.69
2212,运达股份,863261.45,69521.07,300772,78692.93,762646.14
2213,拉卡拉,1668370.65,73433.5,300773,78808.25,1554587.22
2214,倍杰特,350310.46,19488.05,300774,40876.37,167012.55
2215,三角防务,1439977.88,53219.63,300775,55023.99,1392757.62
2216,帝尔激光,1595131.43,16760.09,300776,27356.05,977280.82
2217,中简科技,1582947.13,42374.28,300777,43970.75,1525474.02
2218,新城市,252422.3,20361.95,300778,20406.01,251877.3
